127.0.0.1 - - [14/May/2025:14:47:17 -0300] "POST /wp-cron.php?doing_wp_cron=1747244837.7889380455017089843750 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,site-health,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-poi&load%5Bchunk_1%5D=nter,widgets,site-icon,l10n,buttons,wp-auth-check&ver=6.8.1 HTTP/1.1" 200 406942
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/api-request.min.js?ver=6.8.1 HTTP/1.1" 200 1023
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/admin-bar.min.js?ver=6.8.1 HTTP/1.1" 200 3487
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/clipboard.min.js?ver=2.0.11 HTTP/1.1" 200 9009
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0 HTTP/1.1" 200 41247
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-admin/js/site-health.min.js?ver=6.8.1 HTTP/1.1" 200 6282
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/dist/url.min.js?ver=6bf93e90403a1eec6501 HTTP/1.1" 200 8460
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/wp-ajax-response.min.js?ver=6.8.1 HTTP/1.1" 200 2571
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/jquery/jquery.color.min.js?ver=3.0.0 HTTP/1.1" 200 6645
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/wp-lists.min.js?ver=6.8.1 HTTP/1.1" 200 7521
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/quicktags.min.js?ver=6.8.1 HTTP/1.1" 200 11132
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/jquery/jquery.query.js?ver=2.2.3 HTTP/1.1" 200 3694
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-admin/js/edit-comments.min.js?ver=6.8.1 HTTP/1.1" 200 15488
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/jquery/ui/sortable.min.js?ver=1.13.3 HTTP/1.1" 200 25504
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.3 HTTP/1.1" 200 3428
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/jquery/ui/core.min.js?ver=1.13.3 HTTP/1.1" 200 21464
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-admin/js/postbox.min.js?ver=6.8.1 HTTP/1.1" 200 6761
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/dist/vendor/moment.min.js?ver=2.30.1 HTTP/1.1" 200 58812
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/dist/deprecated.min.js?ver=e1f84915c5e8ae38964c HTTP/1.1" 200 684
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/dist/date.min.js?ver=85ff222add187a4e358f HTTP/1.1" 200 783424
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-admin/js/dashboard.min.js?ver=6.8.1 HTTP/1.1" 200 8862
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-admin/js/plugin-install.min.js?ver=6.8.1 HTTP/1.1" 200 2403
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/thickbox/thickbox.js?ver=3.1-20121105 HTTP/1.1" 200 13332
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/wp-sanitize.min.js?ver=6.8.1 HTTP/1.1" 200 458
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-admin/js/updates.min.js?ver=6.8.1 HTTP/1.1" 200 48407
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-admin/js/media-upload.min.js?ver=6.8.1 HTTP/1.1" 200 1152
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/shortcode.min.js?ver=6.8.1 HTTP/1.1" 200 2643
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-admin/js/svg-painter.js?ver=6.8.1 HTTP/1.1" 200 3280
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/heartbeat.min.js?ver=6.8.1 HTTP/1.1" 200 5947
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/wp-auth-check.min.js?ver=6.8.1 HTTP/1.1" 200 1658
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/wplink.min.js?ver=6.8.1 HTTP/1.1" 200 11317
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/jquery/ui/menu.min.js?ver=1.13.3 HTTP/1.1" 200 10199
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-includes/js/jquery/ui/autocomplete.min.js?ver=1.13.3 HTTP/1.1" 200 8536
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=6.8.1 HTTP/1.1" 200 102997
127.0.0.1 - - [14/May/2025:15:02:22 -0300] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=hoverIntent,wp-dom-ready,wp-hooks&ver=6.8.1 HTTP/1.1" 200 6735
127.0.0.1 - - [14/May/2025:15:02:23 -0300] "GET /wp-includes/js/thickbox/loadingAnimation.gif HTTP/1.1" 200 15238
127.0.0.1 - - [14/May/2025:15:02:23 -0300] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=1&_ajax_nonce=f1f8579f7e&1747245743312 HTTP/1.1" 200 1114
127.0.0.1 - - [14/May/2025:15:02:23 -0300] "POST /wp-cron.php?doing_wp_cron=1747245743.7104051113128662109375 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2025:15:02:24 -0300] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=2&_ajax_nonce=f1f8579f7e&1747245744814 HTTP/1.1" 200 572
127.0.0.1 - - [14/May/2025:15:02:23 -0300] "POST /wp-cron.php?doing_wp_cron=1747245743.7205040454864501953125 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2025:15:02:25 -0300] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=yes&_ajax_nonce=f1f8579f7e&1747245745167 HTTP/1.1" 200 1
127.0.0.1 - - [14/May/2025:15:02:23 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 92
127.0.0.1 - - [14/May/2025:15:02:25 -0300] "GET /wp-admin/images/spinner.gif HTTP/1.1" 200 3656
127.0.0.1 - - [14/May/2025:15:02:23 -0300] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.1" 200 968
127.0.0.1 - - [14/May/2025:15:03:10 -0300] "GET /wp-admin/images/spinner-2x.gif HTTP/1.1" 200 7536
127.0.0.1 - - [14/May/2025:15:03:14 -0300] "GET /wp-admin/themes.php HTTP/1.1" 200 95950
127.0.0.1 - - [14/May/2025:15:03:14 -0300] "GET /wp-content/themes/twentytwentyfive/screenshot.png?ver=1.2 HTTP/1.1" 200 216683
127.0.0.1 - - [14/May/2025:15:03:14 -0300] "GET /wp-content/themes/twentytwentyfour/screenshot.png?ver=1.3 HTTP/1.1" 200 721059
127.0.0.1 - - [14/May/2025:15:03:14 -0300] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=6.8.1 HTTP/1.1" 200 102997
127.0.0.1 - - [14/May/2025:15:03:14 -0300] "GET /wp-content/themes/twentytwentythree/screenshot.png?ver=1.6 HTTP/1.1" 200 81654
127.0.0.1 - - [14/May/2025:15:03:14 -0300] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5Bchunk_1%5D=,site-icon,l10n,buttons,wp-auth-check&ver=6.8.1 HTTP/1.1" 200 401667
127.0.0.1 - - [14/May/2025:15:03:15 -0300] "GET /wp-includes/js/backbone.min.js?ver=1.6.0 HTTP/1.1" 200 24301
127.0.0.1 - - [14/May/2025:15:03:15 -0300] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=hoverIntent,wp-dom-ready,wp-hooks&ver=6.8.1 HTTP/1.1" 200 6735
127.0.0.1 - - [14/May/2025:15:03:15 -0300] "GET /wp-includes/js/customize-base.min.js?ver=6.8.1 HTTP/1.1" 200 7852
127.0.0.1 - - [14/May/2025:15:03:15 -0300] "GET /wp-includes/js/wp-backbone.min.js?ver=6.8.1 HTTP/1.1" 200 3039
127.0.0.1 - - [14/May/2025:15:03:15 -0300] "GET /wp-admin/js/theme.min.js?ver=6.8.1 HTTP/1.1" 200 27051
127.0.0.1 - - [14/May/2025:15:03:23 -0300] "POST /wp-cron.php?doing_wp_cron=1747245803.7583661079406738281250 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2025:15:03:23 -0300] "GET /wp-admin/options-general.php HTTP/1.1" 500 184728
127.0.0.1 - - [14/May/2025:15:03:24 -0300] "GET /wp-admin/options-general.php HTTP/1.1" 200 184728
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17 HTTP/1.1" 200 11256
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.8.1 HTTP/1.1" 200 4186
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-includes/js/media-models.min.js?ver=6.8.1 HTTP/1.1" 200 13284
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-includes/js/imgareaselect/imgareaselect.css?ver=0.9.8 HTTP/1.1" 200 790
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-includes/js/plupload/moxie.min.js?ver=1.3.5.1 HTTP/1.1" 200 87394
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-includes/js/plupload/plupload.min.js?ver=2.1.9 HTTP/1.1" 200 15605
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-includes/js/plupload/wp-plupload.min.js?ver=6.8.1 HTTP/1.1" 200 6036
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5Bchunk_0%5D=media-views&ver=6.8.1 HTTP/1.1" 200 46616
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17 HTTP/1.1" 200 158005
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=6.8.1 HTTP/1.1" 200 1107
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=6.8.1 HTTP/1.1" 200 1191
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-includes/js/media-views.min.js?ver=6.8.1 HTTP/1.1" 200 110712
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-includes/js/media-audiovideo.min.js?ver=6.8.1 HTTP/1.1" 200 12052
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-includes/js/mce-view.min.js?ver=6.8.1 HTTP/1.1" 200 9770
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-includes/js/media-editor.min.js?ver=6.8.1 HTTP/1.1" 200 10885
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-includes/js/imgareaselect/jquery.imgareaselect.min.js?ver=6.8.1 HTTP/1.1" 200 9770
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-admin/js/site-icon.js?ver=6.8.1 HTTP/1.1" 200 6243
127.0.0.1 - - [14/May/2025:15:03:25 -0300] "GET /wp-admin/js/image-edit.min.js?ver=6.8.1 HTTP/1.1" 200 15515
127.0.0.1 - - [14/May/2025:15:03:36 -0300] "POST /wp-cron.php?doing_wp_cron=1747245816.7393391132354736328125 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2025:15:03:36 -0300] "POST /wp-admin/options.php HTTP/1.1" 302 -
127.0.0.1 - - [14/May/2025:15:03:39 -0300] "GET /wp-admin/options-general.php?settings-updated=true HTTP/1.1" 200 195760
127.0.0.1 - - [14/May/2025:15:04:42 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [14/May/2025:15:05:43 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [14/May/2025:15:07:11 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [14/May/2025:15:07:13 -0300] "GET /wp-admin/index.php HTTP/1.1" 200 131014
127.0.0.1 - - [14/May/2025:15:07:13 -0300] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,site-health,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-poi&load%5Bchunk_1%5D=nter,widgets,site-icon,l10n,buttons,wp-auth-check&ver=6.8.1 HTTP/1.1" 200 406942
127.0.0.1 - - [14/May/2025:15:07:13 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 92
127.0.0.1 - - [14/May/2025:15:07:13 -0300] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.1" 200 971
127.0.0.1 - - [14/May/2025:15:07:47 -0300] "GET /wp-admin/update-core.php HTTP/1.1" 200 84312
127.0.0.1 - - [14/May/2025:15:07:49 -0300] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5Bchunk_1%5D=,site-icon,l10n,buttons&ver=6.8.1 HTTP/1.1" 200 399764
127.0.0.1 - - [14/May/2025:15:11:59 -0300] "GET /wp-admin/themes.php HTTP/1.1" 200 106398
127.0.0.1 - - [14/May/2025:15:12:05 -0300] "GET /wp-admin/theme-install.php HTTP/1.1" 200 99272
127.0.0.1 - - [14/May/2025:15:12:06 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 216952
127.0.0.1 - - [14/May/2025:15:13:06 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [14/May/2025:15:13:07 -0300] "GET /wp-admin/themes.php HTTP/1.1" 200 106398
127.0.0.1 - - [14/May/2025:15:14:08 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [14/May/2025:15:15:29 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [14/May/2025:15:15:48 -0300] "GET /wp-admin/profile.php HTTP/1.1" 200 109183
127.0.0.1 - - [14/May/2025:15:15:48 -0300] "GET /wp-admin/js/application-passwords.min.js?ver=6.8.1 HTTP/1.1" 200 3024
127.0.0.1 - - [14/May/2025:15:15:48 -0300] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils,zxcvbn-async&ver=6.8.1 HTTP/1.1" 200 103349
127.0.0.1 - - [14/May/2025:15:15:50 -0300] "GET /wp-admin/css/colors/modern/colors.min.css HTTP/1.1" 200 19523
127.0.0.1 - - [14/May/2025:15:15:50 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 99
127.0.0.1 - - [14/May/2025:15:15:51 -0300] "GET /wp-admin/css/colors/light/colors.min.css HTTP/1.1" 200 19336
127.0.0.1 - - [14/May/2025:15:15:51 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 99
127.0.0.1 - - [14/May/2025:15:15:53 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 98
127.0.0.1 - - [14/May/2025:15:15:54 -0300] "GET /wp-admin/css/colors/ectoplasm/colors.min.css HTTP/1.1" 200 19685
127.0.0.1 - - [14/May/2025:15:15:54 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 102
127.0.0.1 - - [14/May/2025:15:15:55 -0300] "GET /wp-admin/css/colors/coffee/colors.min.css HTTP/1.1" 200 18845
127.0.0.1 - - [14/May/2025:15:15:55 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 103
127.0.0.1 - - [14/May/2025:15:15:55 -0300] "GET /wp-admin/css/colors/sunrise/colors.min.css HTTP/1.1" 200 20211
127.0.0.1 - - [14/May/2025:15:15:55 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 101
127.0.0.1 - - [14/May/2025:15:15:56 -0300] "GET /wp-admin/css/colors/midnight/colors.min.css HTTP/1.1" 200 19842
127.0.0.1 - - [14/May/2025:15:15:56 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 103
127.0.0.1 - - [14/May/2025:15:15:57 -0300] "GET /wp-admin/css/colors/ocean/colors.min.css HTTP/1.1" 200 18625
127.0.0.1 - - [14/May/2025:15:15:57 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 101
127.0.0.1 - - [14/May/2025:15:15:57 -0300] "GET /wp-admin/css/colors/blue/colors.min.css HTTP/1.1" 200 19298
127.0.0.1 - - [14/May/2025:15:15:57 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 97
127.0.0.1 - - [14/May/2025:15:15:57 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 98
127.0.0.1 - - [14/May/2025:15:16:44 -0300] "POST /wp-admin/profile.php HTTP/1.1" 302 -
127.0.0.1 - - [14/May/2025:15:16:45 -0300] "GET /wp-admin/profile.php?updated=1 HTTP/1.1" 200 109431
127.0.0.1 - - [14/May/2025:15:16:45 -0300] "GET /wp-admin/css/colors/modern/colors.min.css?ver=6.8.1 HTTP/1.1" 200 19523
127.0.0.1 - - [14/May/2025:15:16:51 -0300] "GET /wp-admin/themes.php HTTP/1.1" 200 106532
127.0.0.1 - - [14/May/2025:15:16:53 -0300] "GET /wp-admin/theme-install.php HTTP/1.1" 200 99406
127.0.0.1 - - [14/May/2025:15:16:54 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 216952
127.0.0.1 - - [14/May/2025:15:17:54 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [14/May/2025:15:18:14 -0300] "POST /wp-admin/update.php?action=upload-theme HTTP/1.1" 200 71075
127.0.0.1 - - [14/May/2025:15:18:50 -0300] "GET /wp-admin/themes.php HTTP/1.1" 200 106530
127.0.0.1 - - [14/May/2025:15:19:04 -0300] "GET /wp-admin/theme-install.php HTTP/1.1" 200 99076
127.0.0.1 - - [14/May/2025:15:19:04 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 216952
127.0.0.1 - - [14/May/2025:15:20:05 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [14/May/2025:15:21:05 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [14/May/2025:15:23:06 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [14/May/2025:15:25:07 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [14/May/2025:15:25:40 -0300] "POST /wp-admin/update.php?action=upload-theme HTTP/1.1" 200 69592
127.0.0.1 - - [14/May/2025:15:25:52 -0300] "GET /wp-admin/themes.php HTTP/1.1" 200 108464
127.0.0.1 - - [14/May/2025:15:26:53 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [14/May/2025:15:27:04 -0300] "GET /wp-admin/undefined HTTP/1.1" 404 61778
127.0.0.1 - - [14/May/2025:15:27:07 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 61
127.0.0.1 - - [14/May/2025:15:27:53 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [14/May/2025:15:28:53 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [14/May/2025:15:28:57 -0300] "GET /wp-admin/theme-install.php HTTP/1.1" 200 99076
127.0.0.1 - - [14/May/2025:15:28:58 -0300] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 216952
127.0.0.1 - - [14/May/2025:15:29:06 -0300] "POST /wp-admin/update.php?action=upload-theme HTTP/1.1" 200 69592
127.0.0.1 - - [14/May/2025:15:29:14 -0300] "GET /wp-admin/themes.php HTTP/1.1" 200 108624
127.0.0.1 - - [14/May/2025:15:29:16 -0300] "GET /wp-content/themes/webtagger/screenshot.png?ver= HTTP/1.1" 200 521618
127.0.0.1 - - [14/May/2025:15:29:40 -0300] "GET /wp-admin/themes.php?action=activate&stylesheet=webtagger&_wpnonce=b6a5a88558 HTTP/1.1" 302 -
127.0.0.1 - - [14/May/2025:15:29:41 -0300] "GET /wp-admin/themes.php?activated=true HTTP/1.1" 200 64674
127.0.0.1 - - [14/May/2025:15:29:41 -0300] "GET /wp-content/themes/webtagger/screenshot.png?ver= HTTP/1.1" 304 -
127.0.0.1 - - [14/May/2025:15:29:54 -0300] "GET / HTTP/1.1" 200 47931
127.0.0.1 - - [14/May/2025:15:29:55 -0300] "GET /css/style.css HTTP/1.1" 404 47931
127.0.0.1 - - [14/May/2025:15:29:55 -0300] "GET /img/logoWebtagger.png HTTP/1.1" 404 47931
